Matrix ID	TF Locus	Matrix Type
TFmatrixID_0533	GSVIVG00036649001	Inferred
TFmatrixID_0533	Al_scaffold_0002_2497	Inferred
TFmatrixID_0533	Al_scaffold_0008_3070	Inferred
TFmatrixID_0533	fgenesh1_pm.C_scaffold_1000665	Inferred
TFmatrixID_0533	fgenesh2_kg.1__2395__AT1G22070.1	Inferred
TFmatrixID_0533	fgenesh2_kg.2__1120__AT1G68640.1	Inferred
TFmatrixID_0533	fgenesh2_kg.3__1288__AT3G12250.4	Inferred
TFmatrixID_0533	fgenesh2_kg.6__632__AT5G06839.2	Inferred
TFmatrixID_0533	fgenesh2_kg.6__644__AT5G06950.1	Inferred
TFmatrixID_0533	fgenesh2_kg.6__648__AT5G06960.1	Inferred
TFmatrixID_0533	fgenesh2_kg.6__963__AT5G10030.1	Inferred
TFmatrixID_0533	PK07387.1	Inferred
TFmatrixID_0533	PK08582.1	Inferred
TFmatrixID_0533	PK09021.1	Inferred
TFmatrixID_0533	PK11776.1	Inferred
TFmatrixID_0533	PK13754.1	Inferred
TFmatrixID_0533	PK14534.1	Inferred
TFmatrixID_0533	PK21698.1	Inferred
TFmatrixID_0533	Glyma.20G246400.1	Inferred
TFmatrixID_0533	Glyma19g32710.1	Inferred
TFmatrixID_0533	Glyma.19G130200	Inferred
TFmatrixID_0533	Glyma.18G020900	Inferred
TFmatrixID_0533	Glyma.15G232000	Inferred
TFmatrixID_0533	Glyma.14G167000	Inferred
TFmatrixID_0533	Glyma13g39330.1	Inferred
TFmatrixID_0533	Glyma.13G193700.1	Inferred
TFmatrixID_0533	Glyma13g33480.1	Inferred
TFmatrixID_0533	Glyma13g33380.1	Inferred
TFmatrixID_0533	Glyma.12G184500	Inferred
TFmatrixID_0533	Glyma.12G088700	Inferred
TFmatrixID_0533	Glyma.11G236300	Inferred
TFmatrixID_0533	Glyma11g19030.1	Inferred
TFmatrixID_0533	Glyma.10G296200	Inferred
TFmatrixID_0533	Glyma.10G276100.1	Inferred
TFmatrixID_0533	Glyma10g12000.1	Inferred
TFmatrixID_0533	Glyma.08G140100	Inferred
TFmatrixID_0533	Glyma.06G107300.1	Inferred
TFmatrixID_0533	Glyma05g31620.1	Inferred
TFmatrixID_0533	Glyma03g29820.1	Inferred
TFmatrixID_0533	Glyma.03G128200	Inferred
TFmatrixID_0533	Glyma.03G127600.1	Inferred
TFmatrixID_0533	Glyma01g21020.1	Inferred
TFmatrixID_0533	chr1.CM0009.80.nd	Inferred
TFmatrixID_0533	chr4.CM0234.370.nd	Inferred
TFmatrixID_0533	LjSGA_064903.1	Inferred
TFmatrixID_0533	LjT15A14.110.nd	Inferred
TFmatrixID_0533	cassava13378.valid.m1	Inferred
TFmatrixID_0533	cassava13449.valid.m1	Inferred
TFmatrixID_0533	cassava1426.valid.m1	Inferred
TFmatrixID_0533	cassava1427.valid.m1	Inferred
TFmatrixID_0533	cassava20419.m1	Inferred
TFmatrixID_0533	cassava22236.valid.m1	Inferred
TFmatrixID_0533	cassava22237.valid.m1	Inferred
TFmatrixID_0533	cassava34440.m1	Inferred
TFmatrixID_0533	cassava35768.valid.m1	Inferred
TFmatrixID_0533	cassava39253.m1	Inferred
TFmatrixID_0533	cassava39733.m1	Inferred
TFmatrixID_0533	cassava43322.valid.m1	Inferred
TFmatrixID_0533	cassava6928.valid.m1	Inferred
TFmatrixID_0533	mgf001395m	Inferred
TFmatrixID_0533	mgf001439m	Inferred
TFmatrixID_0533	mgf003015m	Inferred
TFmatrixID_0533	mgf005858m	Inferred
TFmatrixID_0533	mgf007391m	Inferred
TFmatrixID_0533	mgf011845m	Inferred
TFmatrixID_0533	mgf012210m	Inferred
TFmatrixID_0533	mgf016030m	Inferred
TFmatrixID_0533	mgf016500m	Inferred
TFmatrixID_0533	mgf016587m	Inferred
TFmatrixID_0533	mgf025345m	Inferred
TFmatrixID_0533	Zm00001d026398	Inferred
TFmatrixID_0533	Zm00001d051152	Inferred
TFmatrixID_0533	Zm00001d023424	Inferred
TFmatrixID_0533	Zm00001d022542	Inferred
TFmatrixID_0533	Zm00001d028936	Inferred
TFmatrixID_0533	Zm00001d037317	Inferred
TFmatrixID_0533	Zm00001d002143	Inferred
TFmatrixID_0533	Zm00001d006027	Inferred
TFmatrixID_0533	Zm00001d012553	Inferred
TFmatrixID_0533	Zm00001d024160	Inferred
TFmatrixID_0533	Zm00001d010658	Inferred
TFmatrixID_0533	Zm00001d046751	Inferred
TFmatrixID_0533	Zm00001d042777	Inferred
TFmatrixID_0533	GRMZM2G055993	Inferred
TFmatrixID_0533	Zm00001d052543	Inferred
TFmatrixID_0533	Zm00001d020938	Inferred
TFmatrixID_0533	Zm00001d038296	Inferred
TFmatrixID_0534	AT2G04880	Direct
TFmatrixID_0534	AT1G13960	Inferred
TFmatrixID_0534	AT2G03340	Inferred
TFmatrixID_0534	AT2G37260	Inferred
TFmatrixID_0534	AT3G01080	Inferred
TFmatrixID_0534	AT4G12020	Inferred
TFmatrixID_0534	AT4G26440	Inferred
TFmatrixID_0534	AT4G26640	Inferred
TFmatrixID_0534	AT4G30935	Inferred
TFmatrixID_0534	AT5G07100	Inferred
TFmatrixID_0534	BRADI1G02327	Inferred
TFmatrixID_0534	BRADI1G07970	Inferred
TFmatrixID_0534	BRADI1G16120	Inferred
TFmatrixID_0534	BRADI1G22680	Inferred
TFmatrixID_0534	BRADI1G23340	Inferred
TFmatrixID_0534	BRADI1G47690	Inferred
TFmatrixID_0534	BRADI2G00280	Inferred
TFmatrixID_0534	BRADI2G22440	Inferred
TFmatrixID_0534	BRADI2G53760	Inferred
TFmatrixID_0534	BRADI3G19640	Inferred
TFmatrixID_0534	BRADI3G39340	Inferred
TFmatrixID_0534	BRADI4G01950	Inferred
TFmatrixID_0534	BRADI4G06690	Inferred
TFmatrixID_0534	BRADI4G09890	Inferred
TFmatrixID_0534	BRADI4G33370	Inferred
TFmatrixID_0534	BRADI4G45290	Inferred
TFmatrixID_0534	BRADI5G13090	Inferred
TFmatrixID_0534	Cucsa.000200	Inferred
TFmatrixID_0534	Cucsa.041700	Inferred
TFmatrixID_0534	Cucsa.042320	Inferred
TFmatrixID_0534	Cucsa.042330	Inferred
TFmatrixID_0534	Cucsa.042340	Inferred
TFmatrixID_0534	Cucsa.093390	Inferred
TFmatrixID_0534	Cucsa.100440	Inferred
TFmatrixID_0534	Cucsa.111910	Inferred
TFmatrixID_0534	Cucsa.158040	Inferred
TFmatrixID_0534	Cucsa.284730	Inferred
TFmatrixID_0534	Cucsa.307270	Inferred
TFmatrixID_0534	Cucsa.356720	Inferred
TFmatrixID_0534	Medtr3g033800	Inferred
TFmatrixID_0534	Medtr3g077040	Inferred
TFmatrixID_0534	Medtr4g115970	Inferred
TFmatrixID_0534	Medtr5g045880	Inferred
TFmatrixID_0534	Medtr5g082420	Inferred
TFmatrixID_0534	Medtr5g101900	Inferred
TFmatrixID_0534	Medtr5g105190	Inferred
TFmatrixID_0534	Medtr7g011100	Inferred
TFmatrixID_0534	Medtr7g076980	Inferred
TFmatrixID_0534	Medtr7g076990	Inferred
TFmatrixID_0534	Medtr7g089620	Inferred
TFmatrixID_0534	Medtr7g089650	Inferred
TFmatrixID_0534	Medtr7g120710	Inferred
TFmatrixID_0534	Medtr8g145380	Inferred
TFmatrixID_0534	ppa001924m	Inferred
TFmatrixID_0534	ppa003305m	Inferred
TFmatrixID_0534	ppa003333m	Inferred
TFmatrixID_0534	ppa003809m	Inferred
TFmatrixID_0534	ppa004009m	Inferred
TFmatrixID_0534	ppa004042m	Inferred
TFmatrixID_0534	ppa004312m	Inferred
TFmatrixID_0534	ppa004905m	Inferred
TFmatrixID_0534	ppa005152m	Inferred
TFmatrixID_0534	ppb022557m	Inferred
TFmatrixID_0534	27613.m000639	Inferred
TFmatrixID_0534	28966.m000524	Inferred
TFmatrixID_0534	29635.m000468	Inferred
TFmatrixID_0534	29687.m000562	Inferred
TFmatrixID_0534	29717.m000222	Inferred
TFmatrixID_0534	29805.m001504	Inferred
TFmatrixID_0534	29820.m001029	Inferred
TFmatrixID_0534	29848.m004539	Inferred
TFmatrixID_0534	29929.m004587	Inferred
TFmatrixID_0534	29949.m000123	Inferred
TFmatrixID_0534	30174.m009166	Inferred
TFmatrixID_0534	Os01g0826400	Inferred
TFmatrixID_0534	Os03g0444900	Inferred
TFmatrixID_0534	Os03g0758900	Inferred
TFmatrixID_0534	Os04g0471700	Inferred
TFmatrixID_0534	Os05g0343400	Inferred
TFmatrixID_0534	Os05g0474800	Inferred
TFmatrixID_0534	Os07g0583700	Inferred
TFmatrixID_0534	Os07g0596900	Inferred
TFmatrixID_0534	Os08g0276200	Inferred
TFmatrixID_0534	Os08g0499300	Inferred
TFmatrixID_0534	Os11g0685700	Inferred
TFmatrixID_0534	Os11g0686250	Inferred
TFmatrixID_0534	Os12g0507300	Inferred
TFmatrixID_0534	PDK_20s13009494g002	Inferred
TFmatrixID_0534	PDK_20s1338243g001	Inferred
TFmatrixID_0534	PDK_20s1338281g001	Inferred
TFmatrixID_0534	PDK_20s1360721g002	Inferred
TFmatrixID_0534	PDK_20s1364811g001	Inferred
TFmatrixID_0534	PDK_20s1367731g001	Inferred
TFmatrixID_0534	PDK_20s1417571g002	Inferred
TFmatrixID_0534	PDK_20s1588191g001	Inferred
TFmatrixID_0534	PDK_20s1666901g001	Inferred
TFmatrixID_0534	PDK_20s1777781g001	Inferred
TFmatrixID_0534	PDK_20s1787361g001	Inferred
TFmatrixID_0534	gw1.135.38.1	Inferred
TFmatrixID_0534	gw1.157.36.1	Inferred
TFmatrixID_0534	gw1.35.201.1	Inferred
TFmatrixID_0534	POPTR_0001s37260	Inferred
TFmatrixID_0534	POPTR_0001s47670	Inferred
TFmatrixID_0534	POPTR_0002s22180	Inferred
TFmatrixID_0534	POPTR_0004s12000	Inferred
TFmatrixID_0534	POPTR_0006s10600	Inferred
TFmatrixID_0534	POPTR_0006s13550	Inferred
TFmatrixID_0534	POPTR_0006s19850	Inferred
TFmatrixID_0534	POPTR_0006s27990	Inferred
TFmatrixID_0534	POPTR_0008s09140	Inferred
TFmatrixID_0534	POPTR_0010s17040	Inferred
TFmatrixID_0534	POPTR_0011s09030	Inferred
TFmatrixID_0534	POPTR_0011s17230	Inferred
TFmatrixID_0534	POPTR_0013s08380	Inferred
TFmatrixID_0534	POPTR_0013s14960	Inferred
TFmatrixID_0534	POPTR_0014s16220	Inferred
TFmatrixID_0534	POPTR_0016s08440	Inferred
TFmatrixID_0534	POPTR_0016s13600	Inferred
TFmatrixID_0534	POPTR_0017s12430	Inferred
TFmatrixID_0534	POPTR_0018s11630	Inferred
TFmatrixID_0534	POPTR_0019s08110	Inferred
TFmatrixID_0534	POPTR_0019s14460	Inferred
TFmatrixID_0534	Sb01g007480	Inferred
TFmatrixID_0534	Sb01g032120	Inferred
TFmatrixID_0534	Sb02g037660	Inferred
TFmatrixID_0534	Sb03g038510	Inferred
TFmatrixID_0534	Sb06g019710	Inferred
TFmatrixID_0534	Sb07g016330	Inferred
TFmatrixID_0534	Sb07g028430	Inferred
TFmatrixID_0534	Sb08g016240	Inferred
TFmatrixID_0534	Sb09g015900	Inferred
TFmatrixID_0534	Sb09g023270	Inferred
TFmatrixID_0534	GSVIVG00001332001	Inferred
TFmatrixID_0534	GSVIVG00007006001	Inferred
TFmatrixID_0534	GSVIVG00011472001	Inferred
TFmatrixID_0534	GSVIVG00014854001	Inferred
TFmatrixID_0534	GSVIVG00019109001	Inferred
TFmatrixID_0534	GSVIVG00023600001	Inferred
TFmatrixID_0534	GSVIVG00024624001	Inferred
TFmatrixID_0534	GSVIVG00025562001	Inferred
TFmatrixID_0534	GSVIVG00030046001	Inferred
TFmatrixID_0534	GSVIVG00030258001	Inferred
TFmatrixID_0534	GSVIVG00035965001	Inferred
TFmatrixID_0534	GSVIVG00037775001	Inferred
TFmatrixID_0534	PK00408.1	Inferred
TFmatrixID_0534	PK05432.1	Inferred
TFmatrixID_0534	PK08776.1	Inferred
TFmatrixID_0534	PK11867.1	Inferred
TFmatrixID_0534	PK16035.1	Inferred
TFmatrixID_0534	PK16045.1	Inferred
TFmatrixID_0534	PK20695.1	Inferred
TFmatrixID_0534	PK21041.1	Inferred
TFmatrixID_0534	PK26499.1	Inferred
TFmatrixID_0534	OVA_1_OVA_Chlre2_kg.scaffold_15000186	Inferred
TFmatrixID_0534	Al_scaffold_0003_2954	Inferred
TFmatrixID_0534	chr1.CM0033.190.nd	Inferred
TFmatrixID_0534	chr1.CM1413.90.nd	Inferred
TFmatrixID_0534	chr2.CM0058.50.nc	Inferred
TFmatrixID_0534	chr4.CM0179.130.nc	Inferred
TFmatrixID_0534	chr4.CM0227.580.nc	Inferred
TFmatrixID_0534	chr6.CM0037.700.nc	Inferred
TFmatrixID_0534	chr6.LjT11E14.30.nc	Inferred
TFmatrixID_0534	LjSGA_014003.1	Inferred
TFmatrixID_0534	LjSGA_015261.1	Inferred
TFmatrixID_0534	LjSGA_020468.1	Inferred
TFmatrixID_0534	LjT10J09.60.nd	Inferred
TFmatrixID_0534	fgenesh1_pm.C_scaffold_3000098	Inferred
TFmatrixID_0534	fgenesh1_pm.C_scaffold_6000545	Inferred
TFmatrixID_0534	fgenesh1_pm.C_scaffold_7000852	Inferred
TFmatrixID_0534	fgenesh1_pm.C_scaffold_7001265	Inferred
TFmatrixID_0534	fgenesh2_kg.1__1511__AT1G13960.1	Inferred
TFmatrixID_0534	fgenesh2_kg.4__1778__AT2G37260.1	Inferred
TFmatrixID_0534	fgenesh2_kg.4__1917__AT2G38470.1	Inferred
TFmatrixID_0534	fgenesh2_kg.4__998__AT2G30250.1	Inferred
TFmatrixID_0534	fgenesh2_kg.5__234__AT2G03340.1	Inferred
TFmatrixID_0534	scaffold_701634.1	Inferred
TFmatrixID_0534	scaffold_802171.1	Inferred
TFmatrixID_0534	cassava1059.valid.m1	Inferred
TFmatrixID_0534	cassava1334.valid.m1	Inferred
TFmatrixID_0534	cassava1778.valid.m1	Inferred
TFmatrixID_0534	cassava22187.valid.m1	Inferred
TFmatrixID_0534	cassava22188.valid.m1	Inferred
TFmatrixID_0534	cassava22506.valid.m1	Inferred
TFmatrixID_0534	cassava24475.valid.m1	Inferred
TFmatrixID_0534	cassava30577.valid.m1	Inferred
TFmatrixID_0534	cassava30780.valid.m1	Inferred
TFmatrixID_0534	cassava31395.valid.m1	Inferred
TFmatrixID_0534	cassava37656.valid.m1	Inferred
TFmatrixID_0534	cassava400.valid.m1	Inferred
TFmatrixID_0534	cassava42912.valid.m1	Inferred
TFmatrixID_0534	cassava435.valid.m1	Inferred
TFmatrixID_0534	cassava6810.valid.m1	Inferred
TFmatrixID_0534	cassava7066.valid.m1	Inferred
TFmatrixID_0534	cassava8292.valid.m1	Inferred
TFmatrixID_0534	cassava8414.m1	Inferred
TFmatrixID_0534	mgf001151m	Inferred
TFmatrixID_0534	mgf002545m	Inferred
TFmatrixID_0534	mgf003063m	Inferred
TFmatrixID_0534	mgf005776m	Inferred
TFmatrixID_0534	mgf012709m	Inferred
TFmatrixID_0534	mgf014245m	Inferred
TFmatrixID_0534	mgf017357m	Inferred
TFmatrixID_0534	mgf017992m	Inferred
TFmatrixID_0534	mgf020482m	Inferred
TFmatrixID_0534	mgf021593m	Inferred
TFmatrixID_0534	mgf026198m	Inferred
TFmatrixID_0534	mgf026441m	Inferred
TFmatrixID_0534	Glyma.02G232600.1	Inferred
TFmatrixID_0534	Glyma.02G203800.2	Inferred
TFmatrixID_0534	Glyma.02G112100.1	Inferred
TFmatrixID_0534	Glyma01g31920.1	Inferred
TFmatrixID_0534	Glyma.01G053800.1	Inferred
TFmatrixID_0534	Zm00001d010399	Inferred
TFmatrixID_0534	Zm00001d029564	Inferred
TFmatrixID_0534	Zm00001d021947	Inferred
TFmatrixID_0534	Zm00001d038451	Inferred
TFmatrixID_0534	Zm00001d047309	Inferred
TFmatrixID_0534	Zm00001d043025	Inferred
TFmatrixID_0534	Zm00001d035323	Inferred
TFmatrixID_0534	Zm00001d006702	Inferred
TFmatrixID_0534	GRMZM2G112470	Inferred
TFmatrixID_0534	Zm00001d041740	Inferred
TFmatrixID_0534	Zm00001d012482	Inferred
TFmatrixID_0534	Zm00001d025669	Inferred
TFmatrixID_0534	Zm00001d052847	Inferred
TFmatrixID_0534	Zm00001d038023	Inferred
TFmatrixID_0534	Zm00001d034084	Inferred
TFmatrixID_0534	AC184839.3_FG002	Inferred
TFmatrixID_0534	Glyma.02G297400.1	Inferred
TFmatrixID_0534	Glyma.02G306300.1	Inferred
TFmatrixID_0534	Glyma.03G042700.1	Inferred
TFmatrixID_0534	Glyma03g33380.1	Inferred
TFmatrixID_0534	Glyma.04G115500	Inferred
TFmatrixID_0534	Glyma.06G219800	Inferred
TFmatrixID_0534	Glyma.06G320700.1	Inferred
TFmatrixID_0534	Glyma07g35380.1	Inferred
TFmatrixID_0534	Glyma.08G240800.1	Inferred
TFmatrixID_0534	Glyma.08G325800.1	Inferred
TFmatrixID_0534	Glyma09g38580.1	Inferred
TFmatrixID_0534	Glyma.09G280200	Inferred
TFmatrixID_0534	Glyma.11G163300.1	Inferred
TFmatrixID_0534	Glyma.12G152600.1	Inferred
TFmatrixID_0534	Glyma.14G006800	Inferred
TFmatrixID_0534	Glyma.14G016200.1	Inferred
TFmatrixID_0534	Glyma.14G200200	Inferred
TFmatrixID_0534	Glyma.17G074000.1	Inferred
TFmatrixID_0534	Glyma17g25150.1	Inferred
TFmatrixID_0534	Glyma.18G056600.1	Inferred
TFmatrixID_0534	Glyma.18G081200	Inferred
TFmatrixID_0534	Glyma.18G208800.1	Inferred
TFmatrixID_0534	Glyma18g47740.1	Inferred
TFmatrixID_0534	Glyma.18G263400.1	Inferred
TFmatrixID_0534	Glyma.19G177400.1	Inferred
TFmatrixID_0534	Glyma.20G028000.1	Inferred
TFmatrixID_0535	AT5G61850	Direct
TFmatrixID_0535	Al_scaffold_0008_2690	Inferred
TFmatrixID_0536	AT4G18960	Direct
TFmatrixID_0536	AT4G22950	Inferred
TFmatrixID_0536	AT5G51870	Inferred
TFmatrixID_0536	AT5G60910	Inferred
TFmatrixID_0536	AT5G62165	Inferred
TFmatrixID_0536	AT1G22130	Inferred
TFmatrixID_0536	AT1G26310	Inferred
TFmatrixID_0536	AT1G77980	Inferred
TFmatrixID_0536	AT2G45650	Inferred
TFmatrixID_0536	AT3G30260	Inferred
TFmatrixID_0536	AT3G57230	Inferred
TFmatrixID_0536	AT3G57390	Inferred
TFmatrixID_0536	AT3G61120	Inferred
TFmatrixID_0536	AT4G09960	Inferred
TFmatrixID_0536	AT4G11880	Inferred
TFmatrixID_0536	BRADI1G08326	Inferred
TFmatrixID_0536	BRADI1G08340	Inferred
TFmatrixID_0536	BRADI1G21980	Inferred
TFmatrixID_0536	BRADI1G48520	Inferred
TFmatrixID_0536	BRADI1G59250	Inferred
TFmatrixID_0536	BRADI1G69890	Inferred
TFmatrixID_0536	BRADI1G77020	Inferred
TFmatrixID_0536	BRADI2G06330	Inferred
TFmatrixID_0536	BRADI2G25090	Inferred
TFmatrixID_0536	BRADI2G32910	Inferred
TFmatrixID_0536	BRADI2G59187	Inferred
TFmatrixID_0536	BRADI3G00730	Inferred
TFmatrixID_0536	BRADI3G05260	Inferred
TFmatrixID_0536	BRADI3G32090	Inferred
TFmatrixID_0536	BRADI3G41260	Inferred
TFmatrixID_0536	BRADI3G46920	Inferred
TFmatrixID_0536	BRADI3G51800	Inferred
TFmatrixID_0536	BRADI3G57017	Inferred
TFmatrixID_0536	BRADI4G34680	Inferred
TFmatrixID_0536	BRADI4G40350	Inferred
TFmatrixID_0536	BRADI5G12440	Inferred
TFmatrixID_0536	Cucsa.047280	Inferred
TFmatrixID_0536	Cucsa.061700	Inferred
TFmatrixID_0536	Cucsa.061750	Inferred
TFmatrixID_0536	Cucsa.113420	Inferred
TFmatrixID_0536	Cucsa.113430	Inferred
TFmatrixID_0536	Cucsa.115490	Inferred
TFmatrixID_0536	Cucsa.139620	Inferred
TFmatrixID_0536	Cucsa.160640	Inferred
TFmatrixID_0536	Cucsa.174510	Inferred
TFmatrixID_0536	Cucsa.174530	Inferred
TFmatrixID_0536	Cucsa.194800	Inferred
TFmatrixID_0536	Cucsa.202790	Inferred
TFmatrixID_0536	Cucsa.212720	Inferred
TFmatrixID_0536	Cucsa.251140	Inferred
TFmatrixID_0536	Cucsa.251170	Inferred
TFmatrixID_0536	Cucsa.257910	Inferred
TFmatrixID_0536	Cucsa.302640	Inferred
TFmatrixID_0536	Cucsa.327970	Inferred
TFmatrixID_0536	Cucsa.327980	Inferred
TFmatrixID_0536	Cucsa.331900	Inferred
TFmatrixID_0536	Cucsa.342790	Inferred
TFmatrixID_0536	Cucsa.349640	Inferred
TFmatrixID_0536	Cucsa.362960	Inferred
TFmatrixID_0536	Cucsa.392160	Inferred
TFmatrixID_0536	AC232874_24	Inferred
TFmatrixID_0536	AC235748_9	Inferred
TFmatrixID_0536	Medtr1g129880	Inferred
TFmatrixID_0536	Medtr2g009970	Inferred
TFmatrixID_0536	Medtr2g093070	Inferred
TFmatrixID_0536	Medtr3g013050	Inferred
TFmatrixID_0536	Medtr3g104190	Inferred
TFmatrixID_0536	Medtr3g154110	Inferred
TFmatrixID_0536	Medtr4g136380	Inferred
TFmatrixID_0536	Medtr4g147260	Inferred
TFmatrixID_0536	Medtr5g033560	Inferred
TFmatrixID_0536	Medtr5g033820	Inferred
TFmatrixID_0536	Medtr5g049070	Inferred
TFmatrixID_0536	Medtr5g049120	Inferred
TFmatrixID_0536	Medtr7g014840	Inferred
TFmatrixID_0536	Medtr7g014850	Inferred
TFmatrixID_0536	Medtr7g083420	Inferred
TFmatrixID_0536	Medtr7g083460	Inferred
TFmatrixID_0536	Medtr8g077590	Inferred
TFmatrixID_0536	ppa007816m	Inferred
TFmatrixID_0536	ppa010249m	Inferred
TFmatrixID_0536	ppa010308m	Inferred
TFmatrixID_0536	ppa010391m	Inferred
TFmatrixID_0536	ppa010548m	Inferred
TFmatrixID_0536	ppa010577m	Inferred
TFmatrixID_0536	ppa010578m	Inferred
TFmatrixID_0536	ppa010595m	Inferred
TFmatrixID_0536	ppa010679m	Inferred
TFmatrixID_0536	ppa010723m	Inferred
TFmatrixID_0536	ppa011140m	Inferred
TFmatrixID_0536	ppa014428m	Inferred
TFmatrixID_0536	ppa019267m	Inferred
TFmatrixID_0536	ppa019906m	Inferred
TFmatrixID_0536	ppa019932m	Inferred
TFmatrixID_0536	ppa020874m	Inferred
TFmatrixID_0536	ppa022942m	Inferred
TFmatrixID_0536	ppa022973m	Inferred
TFmatrixID_0536	ppa023054m	Inferred
TFmatrixID_0536	ppa024736m	Inferred
TFmatrixID_0536	ppa1027139m	Inferred
TFmatrixID_0536	ppb018415m	Inferred
TFmatrixID_0536	ppb021823m	Inferred
TFmatrixID_0536	29908.m005982	Inferred
TFmatrixID_0536	30138.m003939	Inferred
TFmatrixID_0536	30147.m014133	Inferred
TFmatrixID_0536	30170.m013776	Inferred
TFmatrixID_0536	30174.m008934	Inferred
TFmatrixID_0536	Os01g0201700	Inferred
TFmatrixID_0536	Os01g0883100	Inferred
TFmatrixID_0536	Os01g0886200	Inferred
TFmatrixID_0536	Os02g0104100	Inferred
TFmatrixID_0536	Os02g0579600	Inferred
TFmatrixID_0536	Os02g0682200	Inferred
TFmatrixID_0536	Os02g0731200	Inferred
TFmatrixID_0536	Os03g0122600	Inferred
TFmatrixID_0536	Os03g0752800	Inferred
TFmatrixID_0536	Os03g0753100	Inferred
TFmatrixID_0536	Os04g0304400	Inferred
TFmatrixID_0536	Os04g0580700	Inferred
TFmatrixID_0536	LOC_Os05g11380	Inferred
TFmatrixID_0536	Os05g0203800	Inferred
TFmatrixID_0536	Os06g0108500	Inferred
TFmatrixID_0536	Os06g0162800	Inferred
TFmatrixID_0536	Os06g0223300	Inferred
TFmatrixID_0536	Os06g0347700	Inferred
TFmatrixID_0536	Os07g0108900	Inferred
TFmatrixID_0536	Os08g0494100	Inferred
TFmatrixID_0536	Os08g0531700	Inferred
TFmatrixID_0536	Os08g0531900	Inferred
TFmatrixID_0536	Os09g0507200	Inferred
TFmatrixID_0536	Os10g0536100	Inferred
TFmatrixID_0536	Os12g0207000	Inferred
TFmatrixID_0536	PDK_20s1538871g001	Inferred
TFmatrixID_0536	PDK_20s1674411g001	Inferred
TFmatrixID_0536	e_gw1.171.4.1	Inferred
TFmatrixID_0536	e_gw1.209.37.1	Inferred
TFmatrixID_0536	e_gw1.55.13.1	Inferred
TFmatrixID_0536	e_gw1.55.5.1	Inferred
TFmatrixID_0536	estExt_fgenesh1_kg.C_260002	Inferred
TFmatrixID_0536	estExt_fgenesh1_kg.C_550007	Inferred
TFmatrixID_0536	estExt_fgenesh1_pg.C_1180093	Inferred
TFmatrixID_0536	estExt_fgenesh1_pm.C_80015	Inferred
TFmatrixID_0536	estExt_gwp_gw1.C_1630046	Inferred
TFmatrixID_0536	estExt_gwp_gw1.C_340302	Inferred
TFmatrixID_0536	estExt_gwp_gw1.C_900087	Inferred
TFmatrixID_0536	fgenesh1_pg.scaffold_118000119	Inferred
TFmatrixID_0536	fgenesh1_pg.scaffold_163000049	Inferred
TFmatrixID_0536	fgenesh1_pg.scaffold_267000029	Inferred
TFmatrixID_0536	POPTR_0001s08510	Inferred
TFmatrixID_0536	POPTR_0001s13660	Inferred
TFmatrixID_0536	POPTR_0001s29100	Inferred
TFmatrixID_0536	POPTR_0002s09290	Inferred
TFmatrixID_0536	POPTR_0002s10570	Inferred
TFmatrixID_0536	POPTR_0002s15310	Inferred
TFmatrixID_0536	POPTR_0003s16800	Inferred
TFmatrixID_0536	POPTR_0003s16840	Inferred
TFmatrixID_0536	POPTR_0003s16870	Inferred
TFmatrixID_0536	POPTR_0004s06310	Inferred
TFmatrixID_0536	POPTR_0004s11430	Inferred
TFmatrixID_0536	POPTR_0004s11450	Inferred
TFmatrixID_0536	POPTR_0006s04730	Inferred
TFmatrixID_0536	POPTR_0007s03270	Inferred
TFmatrixID_0536	POPTR_0007s03290	Inferred
TFmatrixID_0536	POPTR_0007s03310	Inferred
TFmatrixID_0536	POPTR_0007s05980	Inferred
TFmatrixID_0536	POPTR_0007s14300	Inferred
TFmatrixID_0536	POPTR_0008s09780	Inferred
TFmatrixID_0536	POPTR_0009s06060	Inferred
TFmatrixID_0536	POPTR_0010s16390	Inferred
TFmatrixID_0536	POPTR_0011s03150	Inferred
TFmatrixID_0536	POPTR_0012s05950	Inferred
TFmatrixID_0536	POPTR_0012s10190	Inferred
TFmatrixID_0536	POPTR_0012s14770	Inferred
TFmatrixID_0536	POPTR_0013s09960	Inferred
TFmatrixID_0536	POPTR_0014s07020	Inferred
TFmatrixID_0536	POPTR_0015s14010	Inferred
TFmatrixID_0536	POPTR_0017s13400	Inferred
TFmatrixID_0536	Sb01g007780	Inferred
TFmatrixID_0536	Sb01g007790	Inferred
TFmatrixID_0536	Sb01g030570	Inferred
TFmatrixID_0536	Sb01g042840	Inferred
TFmatrixID_0536	Sb01g049020	Inferred
TFmatrixID_0536	Sb02g001090	Inferred
TFmatrixID_0536	Sb02g029310	Inferred
TFmatrixID_0536	Sb02g038780	Inferred
TFmatrixID_0536	Sb03g002525	Inferred
TFmatrixID_0536	Sb03g041860	Inferred
TFmatrixID_0536	Sb03g042080	Inferred
TFmatrixID_0536	Sb04g000500	Inferred
TFmatrixID_0536	Sb04g024010	Inferred
TFmatrixID_0536	Sb04g028960	Inferred
TFmatrixID_0536	Sb04g031750	Inferred
TFmatrixID_0536	Sb06g026300	Inferred
TFmatrixID_0536	Sb07g026180	Inferred
TFmatrixID_0536	Sb07g026200	Inferred
