TF_Gene_ID	TF_family	TF_name	Short_descr	Species	Invol_cond
AT5G62020	HSF	AT-HSFB2A; HSFB2A	heat shock transcription factor  B2A; Heat stress transcription factor B-2a (AtHsfB2a) (AtHsf-22) (Heat shock factor protein 6) (HSF 6) (Heat shock transcription factor 6) (HSTF 6) [HSFB2A] [HSF22] [HSF6] [MTG10.4]	Arabidopsis thaliana	NA
AT1G32330	HSF	ATHSFA1D; HSFA1D	heat shock transcription factor A1D; Heat stress transcription factor A-1d (AtHsfA1d) (AtHsf-01) (Heat shock factor protein 8) (HSF 8) (Heat shock transcription factor 8) (HSTF 8) [HSFA1D] [HSF01] [HSF8] [F27G20.6] [F5D14.8]	Arabidopsis thaliana	NA
AT1G46264	HSF	AT-HSFB4; HSFB4; SCZ	heat shock transcription factor  B4; Heat stress transcription factor B-4 (AtHsfB4) (AtHsf-02) [HSFB4] [HSF02] [F2G19.8]	Arabidopsis thaliana	NA
AT1G67970	HSF	AT-HSFA8; HSFA8	heat shock transcription factor  A8; Heat stress transcription factor A-8 (AtHsfA8) (AtHsf-03) (Heat shock factor protein 5) (HSF 5) (Heat shock transcription factor 5) (HSTF 5) [HSFA8] [HSF03] [HSF5] [T23K23.18]	Arabidopsis thaliana	NA
AT2G26150	HSF	ATHSFA2; HSFA2	heat shock transcription factor A2; Heat stress transcription factor A-2 (AtHsfA2) (AtHsf-04) [HSFA2] [HSF04] [T19L18.4]	Arabidopsis thaliana	Involved in heat stress responses. Seems to be involved in other environmental stress responses.
AT2G41690	HSF	AT-HSFB3; HSFB3	heat shock transcription factor B3; Heat stress transcription factor B-3 (AtHsfB3) (AtHsf-05) [HSFB3] [HSF05] [T32G6.21]	Arabidopsis thaliana	NA
AT3G02990	HSF	ATHSFA1E; HSFA1E	heat shock transcription factor A1E; Heat stress transcription factor A-1e (AtHsfA1e) (AtHsf-06) (Heat shock factor protein 2) (HSF 2) (Heat shock transcription factor 2) (HSTF 2) [HSFA1E] [HSF06] [HSF2] [F13E7.6]	Arabidopsis thaliana	NA
AT3G22830	HSF	AT-HSFA6B; HSFA6B	heat shock transcription factor  A6B; Heat stress transcription factor A-6b (AtHsfA6b) (AtHsf-07) [HSFA6b] [HSF07] [MWI23.20]	Arabidopsis thaliana	NA
AT3G51910	HSF	AT-HSFA7A; HSFA7A	heat shock transcription factor  A7A; Heat stress transcription factor A-7a (AtHsfA7a) (AtHsf-09) [HSFA7A] [HSF09] [F4F15.20]	Arabidopsis thaliana	NA
AT3G63350	HSF	AT-HSFA7B; HSFA7B	winged-helix DNA-binding transcription factor family protein; Heat stress transcription factor A-7b (AtHsfA7b) (AtHsf-10) [HSFA7B] [HSF10] [F16M2.200]	Arabidopsis thaliana	NA
AT4G11660	HSF	AT-HSFB2B; HSFB2B	winged-helix DNA-binding transcription factor family protein; Heat stress transcription factor B-2b (AtHsfB2b) (AtHsf-11) (Heat shock factor protein 7) (HSF 7) (Heat shock transcription factor 7) (HSTF 7) [HSFB2B] [HSF11] [HSF7] [T5C23.90]	Arabidopsis thaliana	NA
AT4G13980	HSF	AT-HSFA5; HSFA5	winged-helix DNA-binding transcription factor family protein; Heat stress transcription factor A-5 (AtHsfA5) (AtHsf-12) [HSFA5] [HSF12] [dl3030c] [FCAALL.27]	Arabidopsis thaliana	NA
AT4G17750	HSF	HSF1; HSFA1A; ATHSF1; ATHSFA1A	heat shock factor 1; Heat stress transcription factor A-1a (AtHsfA1a) (AtHsf-13) (Heat shock factor protein 1) (HSF 1) (Heat shock transcription factor 1) (HSTF 1) [HSFA1A] [HSF1] [HSF13] [dl4910c] [FCAALL.107]	Arabidopsis thaliana	NA
AT4G18880	HSF	AT-HSFA4A; HSF A4A	heat shock transcription factor  A4A; Heat stress transcription factor A-4a (AtHsfA4a) (AtHsf-15) (Heat shock factor protein 21) (HSF 21) (Heat shock transcription factor 21) (HSTF 21) [HSFA4A] [HSF15] [HSF21] [F13C5.50]	Arabidopsis thaliana	NA
AT5G03720	HSF	AT-HSFA3; HSFA3	heat shock transcription factor A3; Heat stress transcription factor A-3 (AtHsfA3) (AtHsf-17) [HSFA3] [HSF17] [F17C15.140]	Arabidopsis thaliana	Involved in heat stress response. Activated by DREB2A under heat stress.
AT5G16820	HSF	HSF3; HSFA1B; ATHSFA1B	heat shock factor 3; Heat stress transcription factor A-1b (AtHsfA1b) (AtHsf-18) (Heat shock factor protein 3) (HSF 3) (Heat shock transcription factor 3) (HSTF 3) [HSFA1B] [HSF18] [HSF3] [F5E19.160]	Arabidopsis thaliana	NA
AT5G43840	HSF	AT-HSFA6A; HSFA6A	heat shock transcription factor  A6A; Heat stress transcription factor A-6a (AtHsfA6a) (AtHsf-19) [HSFA6A] [HSF19] [MQD19.20]	Arabidopsis thaliana	NA
AT5G45710	HSF	AT-HSFA4C; RHA1; HSFA4C	winged-helix DNA-binding transcription factor family protein; Heat stress transcription factor A-4c (AtHsfA4c) (AtHsf-20) (Protein ROOT HANDEDNESS 1) [HSFA4C] [HSF20] [RHA1] [MRA19.11]	Arabidopsis thaliana	May be involved in general response to auxin.
AT5G54070	HSF	AT-HSFA9; HSFA9	heat shock transcription factor  A9; Heat stress transcription factor A-9 (AtHsfA9) (AtHsf-21) [HSFA9] [HSF21] [MJP23.4]	Arabidopsis thaliana	Seems to be specialized for the developmental expression of heat shock protein (HSP) genes during seed maturation.
X60363	bZIP	TAF1	Transcriptional activator TAF-1 (Fragment)	Nicotiana tabacum	NA
AT4G02640	bZIP	BZO2H1	bZIP transcription factor family protein; Basic leucine zipper 10 (AtbZIP10) (bZIP protein 10) (Basic leucine zipper OPAQUE 2 homolog 1) (Basic leucine zipper O2 homolog 1) [BZIP10] [BZO2H1] [T10P11.9]	Arabidopsis thaliana	Involved in the defense responses to the biotrophic pathogen Hyaloperonospora parasitica and oxidative stress responses; mediates positively cell death.
X78205	LEA type 1	HVA1	ABA-inducible protein PHV A1	Hordeum vulgare	NA
M86591	NA	Zm.96802; ZEAMMB73_610886	Uncharacterized protein (Zein-alpha B49)	Zea mays	NA
L01447	NA	GBF1	G-box binding factor	Glycine max	NA
L01448	NA	GBF2A	G-box binding factor (Fragment)	Glycine max	NA
L01449	NA	GBF2B	G-box binding factor (Fragment)	Glycine max	NA
U22971	NA	GS2	Glutamine synthetase (Fragment)	Pisum sativum	NA
AT4G29940	HB-PHD	PRHA	pathogenesis related homeodomain protein  A; Pathogenesis-related homeodomain protein (PRHA) [PRH] [PRHA] [F27B13.180]	Arabidopsis thaliana	NA
AT5G52170	HD-ZIP	HDG7	homeodomain GLABROUS 7; Homeobox-leucine zipper protein HDG7 (HD-ZIP protein HDG7) (Homeodomain GLABRA 2-like protein 7) (Homeodomain transcription factor HDG7) (Protein HOMEODOMAIN GLABROUS 7) [HDG7] [HDGL2-7] [F17P19.7]	Arabidopsis thaliana	NA
M63999	NA	EmBP-1c	DNA-binding protein (Fragment)	Triticum aestivum	NA
X51911	PsaH	PSAH; GOS5; OsI_020232	Photosystem I reaction center subunit VI, chloroplastic (PSI-H) (Light-harvesting complex I 11 kDa protein) (Protein GOS5)	Oryza sativa subsp. indica	NA
X15473	Lyase_aromatic	PAL1	Phenylalanine ammonia-lyase 1 (EC 4.3.1.24)	Petroselinum crispum	FUNCTION: This is a key enzyme of plant metabolism catalyzing the first reaction in the biosynthesis from L-phenylalanine of a wide variety of natural products based on the phenylpropane skeleton
X16772	Lyase_aromatic	PAL1	Phenylalanine ammonia-lyase 1 (EC 4.3.1.24)	Petroselinum crispum	FUNCTION: This is a key enzyme of plant metabolism catalyzing the first reaction in the biosynthesis from L-phenylalanine of a wide variety of natural products based on the phenylpropane skeleton
AT5G17320	HD-ZIP	HDG9	homeodomain GLABROUS 9; Homeobox-leucine zipper protein HDG9 (HD-ZIP protein HDG9) (Homeodomain GLABRA 2-like protein 9) (Homeodomain transcription factor HDG9) (Protein HOMEODOMAIN GLABROUS 9) [HDG9] [HDGL2-9] [MKP11.28]	Arabidopsis thaliana	NA
AT1G30970	C2H2	SUF4	zinc finger (C2H2 type) family protein; Protein SUPPRESSOR OF FRI 4 [SUF4] [F17F8.14]	Arabidopsis thaliana	Dispensable for the reactivation of FLC in early embryogenesis, but required to maintain high levels of FLC expression in later embryonic and vegetative development.
AT2G42400	VOZ	VOZ2; ATVOZ2	vascular plant one zinc finger protein 2; Transcription factor VOZ2 (Protein VASCULAR PLANT ONE-ZINC FINGER 2) (AtVOZ2) [VOZ2] [MHK10.12]	Arabidopsis thaliana	Transcriptional activator acting positively in the phytochrome B signaling pathway.
Os09g0516200	bZIP	RF2A	bZIP DNA-binding protein, Disease resistance, Vascular development; Transcription factor RF2a [RF2a] [LOC_Os09g34060] [OSJNBb0034B12.8] [P0450E05.33]	Oryza sativa	involved in vascular development and shoot tissue organization.
U81369	NA	AGL3; At2g03710; F19B11.16	Agamous-like MADS-box protein AGL3	Arabidopsis thaliana	NA
X62746	NA	3AF1	3AF1 protein (Fragment)	Nicotiana tabacum	NA
M62855	NA	ASF-1/G13	ASF-1/G13 protein	Nicotiana tabacum	NA
X03677	Cupin_1	LEB4	Legumin type B [Cleaved into: Legumin type B alpha chain (Legumin type B acidic chain); Legumin type B beta chain (Legumin type B basic chain)]	Vicia faba	NA
AT2G18380	GATA	GATA20	GATA transcription factor 20; GATA transcription factor 20 [GATA20] [T30D6.11]	Arabidopsis thaliana	NA
AT3G50870	GATA	MNP; HAN; GATA18	GATA type zinc finger transcription factor family protein; GATA transcription factor 18 [GATA18] [F18B3.150]	Arabidopsis thaliana	NA
AT4G36620	GATA	GATA19	GATA transcription factor 19; GATA transcription factor 19 [GATA19] [C7A10.740]	Arabidopsis thaliana	NA
AT1G07640	Dof	OBP2	Dof-type zinc finger DNA-binding family protein; Dof zinc finger protein DOF1.1 (AtDOF1.1) (OBF-binding protein 2) [DOF1.1] [OBP2] [F24B9.30]	Arabidopsis thaliana	NA
AT1G51700	Dof	ADOF1; DOF1	DOF zinc finger protein 1; Dof zinc finger protein DOF1.7 (AtDOF1.7) [DOF1.7] [ADOF1] [F19C24.9]	Arabidopsis thaliana	NA
AT3G50410	Dof	OBP1	OBF binding protein 1; Dof zinc finger protein DOF3.4 (AtDOF3.4) (OBF-binding protein 1) [DOF3.4] [OBP1] [F11C1_250]	Arabidopsis thaliana	Enhances the DNA binding of OBF transcription factors to OCS elements
AT3G55370	Dof	OBP3	OBF-binding protein 3; Dof zinc finger protein DOF3.6 (AtDOF3.6) (OBF-binding protein 3) [DOF3.6] [OBP3] [T22E16.30]	Arabidopsis thaliana	Enhances the DNA binding of OBF transcription factors to OCS elements
AT3G61850	Dof	DAG1	Dof-type zinc finger DNA-binding family protein; Dof zinc finger protein DOF3.7 (AtDOF3.7) (Dof affecting germination 1) (RolB domain B factor a) (Transcription factor BBFa) (AtBBFa) [DOF3.7] [BBFA] [DAG1] [F21F14.20]	Arabidopsis thaliana	involved in the maternal control of seed germination. May ensure the inactivity of a component that would be activated to trigger germination as a consequence of red light perception.
AT4G21050	Dof	DOF4.4	Dof-type zinc finger domain-containing protein; Dof zinc finger protein DOF4.4 (AtDOF4.4) [DOF4.4] [T13K14.210]	Arabidopsis thaliana	NA
AT4G21080	Dof	DOF4.5	Dof-type zinc finger domain-containing protein; Dof zinc finger protein DOF4.5 (AtDOF4.5) [DOF4.5] [F7J7.20]	Arabidopsis thaliana	NA
AT5G62430	Dof	CDF1	cycling DOF factor 1; Cyclic dof factor 1 (Dof zinc finger protein DOF5.5) (AtDOF5.5) [CDF1] [DOF5.5] [K19B1.4] [MMI9.24]	Arabidopsis thaliana	Regulates a photoperiodic flowering response.
AT1G75240	ZF-HD	AtHB33; HB33; ZHD5	homeobox protein 33; Zinc-finger homeodomain protein 5 (AtZHD5) (Homeobox protein 33) (AtHB-33) [ZHD5] [HB33] [F22H5.4]	Arabidopsis thaliana	Regulates floral architecture and leaf development. Regulators in the abscisic acid (ABA) signal pathway that confers sensitivity to ABA in an ARF2-dependent manner.
AT1G49190	ARR-B	RR19	response regulator 19; Putative two-component response regulator ARR19 [ARR19] [F27J15.4]	Arabidopsis thaliana	Functions as response regulator involved in His-to-Asp phosphorelay signal transduction system. Could directly activate some type-A response regulators in response to cytokinins.
AT2G25180	ARR-B	ARR12; RR12	response regulator 12; Two-component response regulator ARR12 [ARR12] [F13D4.140]	Arabidopsis thaliana	Functions as a response regulator involved in His-to-Asp phosphorelay signal transduction system. Phosphorylation of the Asp residue in the receiver domain activates the ability of the protein to promote the transcription of target genes. Could directly activate some type-A response regulators in response to cytokinins
AT5G49240	ARR-B	APRR4; PRR4	pseudo-response regulator 4; Putative two-component response regulator-like APRR4 (Pseudo-response regulator 4) [APRR4] [K21P3.12]	Arabidopsis thaliana	NA
Os08g0101000	B3	IDEF1	ABI3/VP1 transcription factor family protein, Regulation of iron-deficiency response and tolerance; B3 domain-containing protein IDEF1 (Protein IRON DEFICIENCY-RESPONSIVE ELEMENT FACTOR 1) [IDEF1] [LOC_Os08g01090] [B1147B12.12] [OsJ_25718]	Oryza sativa	involved in iron deficiency response and tolerance. May regulate directly iron transporters or other transcription factors involved in iron-deficiency response.
AT1G09030	NF-YB	NF-YB4	nuclear factor Y, subunit B4; Nuclear transcription factor Y subunit B-4 (AtNF-YB-4) (Transcriptional activator HAP3D) [NFYB4] [HAP3D] [F7G19.10]	Arabidopsis thaliana	NA
AT1G17590	NF-YA	NF-YA8	nuclear factor Y, subunit A8; Nuclear transcription factor Y subunit A-8 (AtNF-YA-8) [NFYA8] [F11A6.14] [F1L3.29]	Arabidopsis thaliana	NA
AT1G21970	NF-YB	LEC1; EMB 212; EMB212; NF-YB9	Histone superfamily protein; Nuclear transcription factor Y subunit B-9 (AtNF-YB-9) (Protein LEAFY COTYLEDON 1) [NFYB9] [LEC1] [T26F17.20]	Arabidopsis thaliana	Acts as a central regulator of the embryogenesis. Required for the speciation of cotyledon identity and the completion of embryo maturation. Involved in the blue light (BL) and abscisic acid (ABA) signaling pathways.
AT1G30500	NF-YA	NF-YA7	nuclear factor Y, subunit A7; Nuclear transcription factor Y subunit A-7 (AtNF-YA-7) [NFYA7] [F26G16.12]	Arabidopsis thaliana	NA
AT1G54160	NF-YA	NFYA5; NF-YA5	nuclear factor Y, subunit A5; Nuclear transcription factor Y subunit A-5 (AtNF-YA-5) [NFYA5] [F15I1.26]	Arabidopsis thaliana	NA
AT1G54830	NF-YC	NF-YC3	nuclear factor Y, subunit C3; Nuclear transcription factor Y subunit C-3 (AtNF-YC-3) [NFYC3] [F14C21.41] [T22H22.22]	Arabidopsis thaliana	NA
AT1G56170	NF-YC	HAP5B; ATHAP5B; NF-YC2	nuclear factor Y, subunit C2; Nuclear transcription factor Y subunit C-2 (AtNF-YC-2) (Transcriptional activator HAP5B) [NFYC2] [HAP5B] [F14G9.21] [T6H22.3]	Arabidopsis thaliana	NA
AT1G72830	NF-YA	HAP2C; ATHAP2C; NF-YA3	nuclear factor Y, subunit A3; Nuclear transcription factor Y subunit A-3 (AtNF-YA-3) (Transcriptional activator HAP2C) [NFYA3] [HAP2C] [F28P22.32] [F3N23.3]	Arabidopsis thaliana	NA
AT2G38880	NF-YB	NF-YB1	nuclear factor Y, subunit B1; Nuclear transcription factor Y subunit B-1 (AtNF-YB-1) (Transcriptional activator HAP3A) [NFYB1] [HAP3A] [T7F6.5]	Arabidopsis thaliana	NA
AT2G47810	NF-YB	NF-YB5	nuclear factor Y, subunit B5; Nuclear transcription factor Y subunit B-5 (AtNF-YB-5) [NFYB5] [F17A22.20]	Arabidopsis thaliana	NA
AT3G05690	NF-YA	UNE8; ATHAP2B; HAP2B; NF-YA2	nuclear factor Y, subunit A2; Nuclear transcription factor Y subunit A-2 (AtNF-YA-2) (Transcriptional activator HAP2B) [NFYA2] [HAP2B] [F18C1.4]	Arabidopsis thaliana	NA
AT3G14020	NF-YA	NF-YA6	nuclear factor Y, subunit A6; Nuclear transcription factor Y subunit A-6 (AtNF-YA-6) [NFYA6] [MDC16.15]	Arabidopsis thaliana	NA
AT3G20910	NF-YA	NF-YA9	nuclear factor Y, subunit A9; Nuclear transcription factor Y subunit A-9 (AtNF-YA-9) [NFYA9] [MFD22.2]	Arabidopsis thaliana	NA
AT3G53340	NF-YB	NF-YB10	nuclear factor Y, subunit B10; Nuclear transcription factor Y subunit B-10 (AtNF-YB-10) [NFYB10] [F4P12_40]	Arabidopsis thaliana	NA
AT4G14540	NF-YB	NF-YB3	nuclear factor Y, subunit B3; Nuclear transcription factor Y subunit B-3 (AtNF-YB-3) (Transcriptional activator HAP3C) [NFYB3] [HAP3C] [dl3310w] [FCAALL.252]	Arabidopsis thaliana	NA
AT5G06510	NF-YA	NF-YA10	nuclear factor Y, subunit A10; Nuclear transcription factor Y subunit A-10 (AtNF-YA-10) [NFYA10] [F15M7.4]	Arabidopsis thaliana	NA
AT5G12840	NF-YA	HAP2A; ATHAP2A; NF-YA1	nuclear factor Y, subunit A1; Nuclear transcription factor Y subunit A-1 (AtNF-YA-1) (Protein EMBRYO DEFECTIVE 2220) (Transcriptional activator HAP2A) [NFYA1] [EMB2220] [HAP2A] [T24H18_10]	Arabidopsis thaliana	NA
AT5G27910	NF-YC	NF-YC8	nuclear factor Y, subunit C8; Nuclear transcription factor Y subunit C-8 (AtNF-YC-8) [NFYC8] [F14I23.70] [F15F15.1]	Arabidopsis thaliana	NA
AT5G38140	NF-YC	NF-YC12	nuclear factor Y, subunit C12; Nuclear transcription factor Y subunit C-10 (AtNF-YC-10) [NFYC10] [MXA21.21]	Arabidopsis thaliana	NA
AT5G47640	NF-YB	NF-YB2	nuclear factor Y, subunit B2; Nuclear transcription factor Y subunit B-2 (AtNF-YB-2) (Transcriptional activator HAP3B) [NFYB2] [HAP3B] [MNJ7.23]	Arabidopsis thaliana	NA
AT5G47670	NF-YB	NF-YB6; L1L	nuclear factor Y, subunit B6; Nuclear transcription factor Y subunit B-6 (AtNF-YB-6) (Protein LEAFY COTYLEDON 1-LIKE) [NFYB6] [L1L] [MNJ7.26]	Arabidopsis thaliana	Plays a role in the regulation of the embryogenesis. Involved in the abscisic acid (ABA) signaling pathway.
AT5G50470	NF-YC	NF-YC7	nuclear factor Y, subunit C7; Nuclear transcription factor Y subunit C-7 (AtNF-YC-7) [NFYC7] [MBA10.2]	Arabidopsis thaliana	NA
AT5G50480	NF-YC	NF-YC6	nuclear factor Y, subunit C6; Nuclear transcription factor Y subunit C-6 (AtNF-YC-6) [NFYC6] [MBA10.3]	Arabidopsis thaliana	NA
Os01g0834400	NF-YB	NFYB2	Similar to HAP3.; Nuclear transcription factor Y subunit B-2 (OsNF-YB-2) (Transcriptional activator HAP3A) [NFYB2] [HAP3A] [LOC_Os01g61810] [P0460C04.37] [P0506B12.4]	Oryza sativa	Regulate the expression of photosynthetic genes.  Involved in chloroplast and amyloplast development
Os02g0725900	NF-YB	NFYB1	Histone-fold domain containing protein.; Nuclear transcription factor Y subunit B-1 (CCAAT-binding transcription factor subunit NF-YB1) (OsNF-YB-1) [NFYB1] [LOC_Os02g49410] [B1121A12.5] [OJ1124_G07.28]	Oryza sativa	May act through association with MADS-box proteins. May regulate the expression of genes involved in flowering.
Os05g0463800	NF-YB	NFYB3	Similar to Nuclear transcription factor Y subunit B-3.; Nuclear transcription factor Y subunit B-4 (OsNF-YB-4) (Transcriptional activator HAP3C) [NFYB4] [HAP3C] [LOC_Os05g38820] [OJ1735_C10.17]	Oryza sativa	May regulate the expression of photosynthetic genes, and may be involved in chloroplast and amyloplast development.
Os05g0573500	NF-YB	NFYB4	HAP3.; Nuclear transcription factor Y subunit B-3 (OsNF-YB-3) (Transcriptional activator HAP3B) [NFYB3] [HAP3B] [LOC_Os05g49780] [OJ1280_A04.9]	Oryza sativa	May regulate the expression of photosynthetic genes, and may be involved in chloroplast and amyloplast development.
U01377	Dehydrin	cor15a; cor15; COR15A; At2g42540	At2g42540/F14N22.19 (Cold-regulated protein 15a) (Cold-regulated protein cor15a) (Cor15 protein) (Cor15a protein)	Arabidopsis thaliana	NA
Os01g0213800	TCP	PCF5	Similar to Transcription factor PCF5.; Transcription factor PCF5 [PCF5] [LOC_Os01g11550] [OsJ_000844] [OSJNBa0038J17.21]	Oryza sativa	NA
Os08g0544800	TCP	PCF2	PCF2.; Transcription factor PCF2 [PCF2] [LOC_Os08g43160] [OsJ_027020] [P0623F08.31]	Oryza sativa	essential for meristematic tissue-specificity expression
Os11g0175700	TCP	PCF3	Similar to Transcription factor PCF3.; Transcription factor PCF3 [PCF3] [LOC_Os11g07460]	Oryza sativa	NA
AT1G22070	bZIP	TGA3	TGA1A-related gene 3; Transcription factor TGA3 (bZIP transcription factor 22) (AtbZIP22) [TGA3] [BZIP22] [F2E2.14]	Arabidopsis thaliana	Binding to the as-1-like cis elements mediate auxin- and salicylic acid-inducible transcription. Required to induce the systemic acquired resistance (SAR) via the regulation of pathogenesis-related genes expression. Binding to the as-1 element of PR-1 promoter is salicylic acid-inducible and mediated by NPR1.
AT5G09410	CAMTA	EICBP.B	ethylene induced calmodulin binding protein; Calmodulin-binding transcription activator 1 (Ethylene-induced calmodulin-binding protein b) (EICBP.b) (Signal-responsive protein 2) [CMTA1] [SR2] [T5E8.210]	Arabidopsis thaliana	Regulates transcriptional activity in response to calcium signals.
AT1G43700	bZIP	VIP1; SUE3	VIRE2-interacting protein 1; Transcription factor VIP1 (Protein SULPHATE UTILIZATION EFFICIENCY 3) (Protein SULFATE UTILIZATION EFFICIENCY 3) (VirE2-interacting protein 1) (AtVIP1) [VIP1] [SUE3] [F2J6.6]	Arabidopsis thaliana	Prevents cell differentiation and shoot formation. Limits sulfate utilization efficiency (SUE) and sulfate uptake, especially in low-sulfur conditions.
AJ009594	NA	BBF1	Dof zinc finger protein (Fragment)	Nicotiana tabacum	NA
AT2G38340	ERF	DREB19	Integrase-type DNA-binding superfamily protein; Dehydration-responsive element-binding protein 2E (Protein DREB2E) [DREB2E] [ERF046] [T19C21.17]	Arabidopsis thaliana	mediates abscisic acid-inducible transcription
AT3G11020	ERF	DREB2B; DREB2	DRE/CRT-binding protein 2B; Dehydration-responsive element-binding protein 2B (Protein DREB2B) [DREB2B] [ERF044] [F9F8.16]	Arabidopsis thaliana	mediates high salinity- and dehydration-inducible transcription
Os01g0968800	ERF	DREB1F	Similar to Dehydration responsive element binding protein 1F (DREB1F protein).; Dehydration-responsive element-binding protein 1F (Protein DREB1F) (Protein C-repeat-binding factor 2) (rCBF2) [DREB1F] [CBF2] [ERF27] [LOC_Os01g73770] [OJ1656_A11.17] [OsJ_004800]	Oryza sativa	mediates high salinity- and dehydration-inducible transcription (By similarity)
Os04g0572400	ERF	DREB1E	Similar to CRT/DRE binding factor 1.; Dehydration-responsive element-binding protein 1E (Protein DREB1E) [DREB1E] [ERF30] [LOC_Os04g48350] [OSJNBa0019K04.2]	Oryza sativa	mediates high salinity- and dehydration-inducible transcription (By similarity)
Os05g0473300	ERF	DREB2D	Hypothetical conserved gene.; Dehydration-responsive element-binding protein 2D (OsDREB2D) [DREB2D] [ERF43] [LOC_Os05g39590] [OsJ_18893] [P0486C01.4]	Oryza sativa	NA
Os06g0165600	ERF	DREB1D	CRT/DRE binding factor (Transcription factor RCBF4).; Dehydration-responsive element-binding protein 1D (Protein DREB1D) (Protein C-repeat-binding factor 4) [DREB1D] [CBF4] [ERF116] [LOC_Os06g06970] [OSJNBa0015I14.27] [P0680A03.1]	Oryza sativa	mediates high salinity- and dehydration-inducible transcription (By similarity)
Os09g0522100	ERF	DREB1H	Similar to Dehydration-responsive element-binding protein 1H.; Dehydration-responsive element-binding protein 1H (Protein DREB1H) [DREB1H] [ERF133] [LOC_Os09g35020] [OSJNOa273B05.9]	Oryza sativa	mediates high salinity- and dehydration-inducible transcription (By similarity)
Os09g0522200	ERF	DREB1A	DRE-binding protein 1A.; Dehydration-responsive element-binding protein 1A (Protein DREB1A) (Protein C-repeat-binding factor 3) (rCBF3) [DREB1A] [CBF3] [ERF24] [LOC_Os09g35030] [OSJNOa273B05.11]	Oryza sativa	mediates high salinity- and dehydration-inducible transcription. Confers resistance to high salt, cold and drought stress.
M64682	Ribosomal protein L21P	RPL21	50S ribosomal protein L21, chloroplastic (CL21) (CS-L7)	Spinacia oleracea	NA
AT3G26744	bHLH	ICE1; ATICE1; SCRM	basic helix-loop-helix (bHLH) DNA-binding superfamily protein; Transcription factor ICE1 (Basic helix-loop-helix protein 116) (AtbHLH116) (bHLH 116) (Inducer of CBF expression 1) (Transcription factor EN 45) (Transcription factor SCREAM) (bHLH transcription factor bHLH116) [SCRM] [BHLH116] [EN45] [ICE1] [MDJ14.1] [MLJ15.14]	Arabidopsis thaliana	regulates the cold-induced transcription of CBF/DREB1 genes. Mediates stomatal differentiation in the epidermis probably by controlling successive roles of SPCH, MUTE, and FAMA.
Os07g0580500	BES1	BZR1	Similar to BES1/BZR1 protein.; Protein BZR1 homolog 1 (OsBZR1) (Protein BRASSINAZOLE-RESISTANT 1 homolog 1) [BZR1] [LOC_Os07g39220] [OsJ_24880] [P0453G03.22]	Oryza sativa	Mediates downstream brassinosteroid-regulated growth response and feedback inhibition of brassinosteroid biosynthetic genes.
D14712	NA	Atmyb2; MYB2; At2g47190	ATMYB2 (At2g47190) (MYB transcription factor) (MYB transcription factor (Atmyb2)) (MYB transcription factor Atmyb2) (R2R3 MYB DNA binding domain transcription factor)	Arabidopsis thaliana	NA
AT1G33240	Trihelix	AT-GTL1; AT-GTL2; GTL1	GT-2-like 1; Trihelix transcription factor GTL1 (GT2-LIKE protein 1) (AtGTL1) (Protein GT-2-LIKE1) (Trihelix DNA-binding protein GTL1) [GTL1] [T16O9.10] [T9L6.10]	Arabidopsis thaliana	Negative regulator of water use efficiency (WUE) via the promotion of stomatal density and distribution by the transcription repression of SDD1. Regulates the expression of several cell cycle genes and endoreduplication, especially in trichomes where it prevents ploidy-dependent plant cell growth.
AT1G34170	ARF	ARF13	AUXIN RESPONSE FACTOR 13; Auxin response factor 13 [ARF13] [F12G12.1] [F23M19.15]	Arabidopsis thaliana	modulate early auxin response genes expression
AT1G34310	ARF	ARF12	auxin response factor 12; Auxin response factor 12 [ARF12] [F23M19.4]	Arabidopsis thaliana	modulate early auxin response genes expression
AT1G34410	ARF	ARF21	auxin response factor 21; Putative auxin response factor 21 [ARF21] [F12K21.26] [F7P12.12]	Arabidopsis thaliana	modulate early auxin response genes expression
AT1G43950	B3	ARF23	auxin response factor 23; Putative auxin response factor 23 [ARF23] [F9C16.11]	Arabidopsis thaliana	modulate early auxin response genes expression
AT1G59750	ARF	ARF1	auxin response factor 1; Auxin response factor 1 [ARF1] [F23H11.7]	Arabidopsis thaliana	modulate early auxin response genes expression. Promotes flowering, stamen development, floral organ abscission and fruit dehiscence.
AT1G77850	ARF	ARF17	auxin response factor 17; Auxin response factor 17 [ARF17] [F28K19.6] [T32E8.16]	Arabidopsis thaliana	modulate early auxin response genes expression
AT2G28350	ARF	ARF10	auxin response factor 10; Auxin response factor 10 [ARF10] [T1B3.13]	Arabidopsis thaliana	modulate early auxin response genes expression
AT2G46530	ARF	ARF11	auxin response factor 11; Auxin response factor 11 [ARF11] [F11C10.34] [F13A10.6]	Arabidopsis thaliana	modulate early auxin response genes expression
AT3G61830	ARF	ARF18	auxin response factor 18; Auxin response factor 18 [ARF18] [F15G16.220]	Arabidopsis thaliana	modulate early auxin response genes expression
AT4G23980	ARF	ARF9	auxin response factor 9; Auxin response factor 9 [ARF9] [T19F6.20] [T32A16.150]	Arabidopsis thaliana	modulate early auxin response genes expression
AT4G30080	ARF	ARF16	auxin response factor 16; Auxin response factor 16 [ARF16] [F6G3.110]	Arabidopsis thaliana	modulate early auxin response genes expression
