TF_Gene_ID	TF_family	TF_name	Short_descr	Species	Invol_cond
AT5G27910	NF-YC	NF-YC8	nuclear factor Y, subunit C8; Nuclear transcription factor Y subunit C-8 (AtNF-YC-8) [NFYC8] [F14I23.70] [F15F15.1]	Arabidopsis thaliana	NA
AT5G38140	NF-YC	NF-YC12	nuclear factor Y, subunit C12; Nuclear transcription factor Y subunit C-10 (AtNF-YC-10) [NFYC10] [MXA21.21]	Arabidopsis thaliana	NA
AT5G47640	NF-YB	NF-YB2	nuclear factor Y, subunit B2; Nuclear transcription factor Y subunit B-2 (AtNF-YB-2) (Transcriptional activator HAP3B) [NFYB2] [HAP3B] [MNJ7.23]	Arabidopsis thaliana	NA
AT5G47670	NF-YB	NF-YB6; L1L	nuclear factor Y, subunit B6; Nuclear transcription factor Y subunit B-6 (AtNF-YB-6) (Protein LEAFY COTYLEDON 1-LIKE) [NFYB6] [L1L] [MNJ7.26]	Arabidopsis thaliana	Plays a role in the regulation of the embryogenesis. Involved in the abscisic acid (ABA) signaling pathway.
AT5G50470	NF-YC	NF-YC7	nuclear factor Y, subunit C7; Nuclear transcription factor Y subunit C-7 (AtNF-YC-7) [NFYC7] [MBA10.2]	Arabidopsis thaliana	NA
AT5G50480	NF-YC	NF-YC6	nuclear factor Y, subunit C6; Nuclear transcription factor Y subunit C-6 (AtNF-YC-6) [NFYC6] [MBA10.3]	Arabidopsis thaliana	NA
Os01g0834400	NF-YB	NFYB2	Similar to HAP3.; Nuclear transcription factor Y subunit B-2 (OsNF-YB-2) (Transcriptional activator HAP3A) [NFYB2] [HAP3A] [LOC_Os01g61810] [P0460C04.37] [P0506B12.4]	Oryza sativa	Regulate the expression of photosynthetic genes.  Involved in chloroplast and amyloplast development
Os02g0725900	NF-YB	NFYB1	Histone-fold domain containing protein.; Nuclear transcription factor Y subunit B-1 (CCAAT-binding transcription factor subunit NF-YB1) (OsNF-YB-1) [NFYB1] [LOC_Os02g49410] [B1121A12.5] [OJ1124_G07.28]	Oryza sativa	May act through association with MADS-box proteins. May regulate the expression of genes involved in flowering.
Os05g0463800	NF-YB	NFYB3	Similar to Nuclear transcription factor Y subunit B-3.; Nuclear transcription factor Y subunit B-4 (OsNF-YB-4) (Transcriptional activator HAP3C) [NFYB4] [HAP3C] [LOC_Os05g38820] [OJ1735_C10.17]	Oryza sativa	May regulate the expression of photosynthetic genes, and may be involved in chloroplast and amyloplast development.
Os05g0573500	NF-YB	NFYB4	HAP3.; Nuclear transcription factor Y subunit B-3 (OsNF-YB-3) (Transcriptional activator HAP3B) [NFYB3] [HAP3B] [LOC_Os05g49780] [OJ1280_A04.9]	Oryza sativa	May regulate the expression of photosynthetic genes, and may be involved in chloroplast and amyloplast development.
U01377	Dehydrin	cor15a; cor15; COR15A; At2g42540	At2g42540/F14N22.19 (Cold-regulated protein 15a) (Cold-regulated protein cor15a) (Cor15 protein) (Cor15a protein)	Arabidopsis thaliana	NA
Os01g0213800	TCP	PCF5	Similar to Transcription factor PCF5.; Transcription factor PCF5 [PCF5] [LOC_Os01g11550] [OsJ_000844] [OSJNBa0038J17.21]	Oryza sativa	NA
Os08g0544800	TCP	PCF2	PCF2.; Transcription factor PCF2 [PCF2] [LOC_Os08g43160] [OsJ_027020] [P0623F08.31]	Oryza sativa	essential for meristematic tissue-specificity expression
Os11g0175700	TCP	PCF3	Similar to Transcription factor PCF3.; Transcription factor PCF3 [PCF3] [LOC_Os11g07460]	Oryza sativa	NA
AT5G01380	Trihelix	NA	Homeodomain-like superfamily protein; Trihelix transcription factor GT-3a (Trihelix DNA-binding protein GT-3a) [GT-3A] [GT3A] [T10O8.90]	Arabidopsis thaliana	NA
AT1G22070	bZIP	TGA3	TGA1A-related gene 3; Transcription factor TGA3 (bZIP transcription factor 22) (AtbZIP22) [TGA3] [BZIP22] [F2E2.14]	Arabidopsis thaliana	Binding to the as-1-like cis elements mediate auxin- and salicylic acid-inducible transcription. Required to induce the systemic acquired resistance (SAR) via the regulation of pathogenesis-related genes expression. Binding to the as-1 element of PR-1 promoter is salicylic acid-inducible and mediated by NPR1.
M24286	Alpha-amylase	NA	Alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase) (Alpha-amylase isozyme 1B)	Oryza sativa	Important for breakdown of endosperm starch during germination.
M24287	Alpha-amylase	NA	Alpha-amylase isozyme 3D (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)	Oryza sativa	Important for breakdown of endosperm starch during germination.
AT1G67310	CAMTA	NA	Calmodulin-binding transcription activator protein with CG-1 and Ankyrin domains; Calmodulin-binding transcription activator 4 (Ethylene-induced calmodulin-binding protein 4) (AtFIN21) (EICBP4) (Ethylene-induced calmodulin-binding protein d) (EICBP.d) (Signal-responsive protein 5) [CMTA4] [SR5] [F1N21.13]	Arabidopsis thaliana	Regulates transcriptional activity in response to calcium signals.
AT3G16940	CAMTA	NA	calmodulin binding; transcription regulators; Calmodulin-binding transcription activator 6 (Ethylene-induced calmodulin-binding protein 5) (EICBP5) (Ethylene-induced calmodulin-binding protein e) (EICBP.e) (Signal-responsive protein 3) [CMTA6] [SR3] [K14A17.29] [K14A17_6]	Arabidopsis thaliana	Regulates transcriptional activity in response to calcium signals.
AT5G09410	CAMTA	EICBP.B	ethylene induced calmodulin binding protein; Calmodulin-binding transcription activator 1 (Ethylene-induced calmodulin-binding protein b) (EICBP.b) (Signal-responsive protein 2) [CMTA1] [SR2] [T5E8.210]	Arabidopsis thaliana	Regulates transcriptional activity in response to calcium signals.
AT1G43700	bZIP	VIP1; SUE3	VIRE2-interacting protein 1; Transcription factor VIP1 (Protein SULPHATE UTILIZATION EFFICIENCY 3) (Protein SULFATE UTILIZATION EFFICIENCY 3) (VirE2-interacting protein 1) (AtVIP1) [VIP1] [SUE3] [F2J6.6]	Arabidopsis thaliana	Prevents cell differentiation and shoot formation. Limits sulfate utilization efficiency (SUE) and sulfate uptake, especially in low-sulfur conditions.
AJ009594	NA	BBF1	Dof zinc finger protein (Fragment)	Nicotiana tabacum	NA
AT2G38340	ERF	DREB19	Integrase-type DNA-binding superfamily protein; Dehydration-responsive element-binding protein 2E (Protein DREB2E) [DREB2E] [ERF046] [T19C21.17]	Arabidopsis thaliana	mediates abscisic acid-inducible transcription
AT3G11020	ERF	DREB2B; DREB2	DRE/CRT-binding protein 2B; Dehydration-responsive element-binding protein 2B (Protein DREB2B) [DREB2B] [ERF044] [F9F8.16]	Arabidopsis thaliana	mediates high salinity- and dehydration-inducible transcription
Os01g0968800	ERF	DREB1F	Similar to Dehydration responsive element binding protein 1F (DREB1F protein).; Dehydration-responsive element-binding protein 1F (Protein DREB1F) (Protein C-repeat-binding factor 2) (rCBF2) [DREB1F] [CBF2] [ERF27] [LOC_Os01g73770] [OJ1656_A11.17] [OsJ_004800]	Oryza sativa	mediates high salinity- and dehydration-inducible transcription (By similarity)
Os04g0572400	ERF	DREB1E	Similar to CRT/DRE binding factor 1.; Dehydration-responsive element-binding protein 1E (Protein DREB1E) [DREB1E] [ERF30] [LOC_Os04g48350] [OSJNBa0019K04.2]	Oryza sativa	mediates high salinity- and dehydration-inducible transcription (By similarity)
Os05g0473300	ERF	DREB2D	Hypothetical conserved gene.; Dehydration-responsive element-binding protein 2D (OsDREB2D) [DREB2D] [ERF43] [LOC_Os05g39590] [OsJ_18893] [P0486C01.4]	Oryza sativa	NA
Os06g0165600	ERF	DREB1D	CRT/DRE binding factor (Transcription factor RCBF4).; Dehydration-responsive element-binding protein 1D (Protein DREB1D) (Protein C-repeat-binding factor 4) [DREB1D] [CBF4] [ERF116] [LOC_Os06g06970] [OSJNBa0015I14.27] [P0680A03.1]	Oryza sativa	mediates high salinity- and dehydration-inducible transcription (By similarity)
Os08g0545500	ERF	NA	Similar to Dehydration-responsive element-binding protein 1J.; Dehydration-responsive element-binding protein 1J (Protein DREB1J) [DREB1J] [ERF28] [Os08g0545400] [LOC_Os08g43200] [OJ1323_A06.7] [OsJ_027024] [P0623F08.40]	Oryza sativa	mediates high salinity- and dehydration-inducible transcription (By similarity)
Os09g0522000	ERF	NA	Similar to Dehydration-responsive element-binding protein 1B.; Dehydration-responsive element-binding protein 1B (Protein DREB1B) [DREB1B] [ERF31] [LOC_Os09g35010]	Oryza sativa	mediates high salinity- and dehydration-inducible transcription; Confers resistance to high salt, cold and drought stress.
Os09g0522100	ERF	DREB1H	Similar to Dehydration-responsive element-binding protein 1H.; Dehydration-responsive element-binding protein 1H (Protein DREB1H) [DREB1H] [ERF133] [LOC_Os09g35020] [OSJNOa273B05.9]	Oryza sativa	mediates high salinity- and dehydration-inducible transcription (By similarity)
Os09g0522200	ERF	DREB1A	DRE-binding protein 1A.; Dehydration-responsive element-binding protein 1A (Protein DREB1A) (Protein C-repeat-binding factor 3) (rCBF3) [DREB1A] [CBF3] [ERF24] [LOC_Os09g35030] [OSJNOa273B05.11]	Oryza sativa	mediates high salinity- and dehydration-inducible transcription. Confers resistance to high salt, cold and drought stress.
M64682	Ribosomal protein L21P	RPL21	50S ribosomal protein L21, chloroplastic (CL21) (CS-L7)	Spinacia oleracea	NA
AT3G26744	bHLH	ICE1; ATICE1; SCRM	basic helix-loop-helix (bHLH) DNA-binding superfamily protein; Transcription factor ICE1 (Basic helix-loop-helix protein 116) (AtbHLH116) (bHLH 116) (Inducer of CBF expression 1) (Transcription factor EN 45) (Transcription factor SCREAM) (bHLH transcription factor bHLH116) [SCRM] [BHLH116] [EN45] [ICE1] [MDJ14.1] [MLJ15.14]	Arabidopsis thaliana	regulates the cold-induced transcription of CBF/DREB1 genes. Mediates stomatal differentiation in the epidermis probably by controlling successive roles of SPCH, MUTE, and FAMA.
Os07g0580500	BES1	BZR1	Similar to BES1/BZR1 protein.; Protein BZR1 homolog 1 (OsBZR1) (Protein BRASSINAZOLE-RESISTANT 1 homolog 1) [BZR1] [LOC_Os07g39220] [OsJ_24880] [P0453G03.22]	Oryza sativa	Mediates downstream brassinosteroid-regulated growth response and feedback inhibition of brassinosteroid biosynthetic genes.
D14712	NA	Atmyb2; MYB2; At2g47190	ATMYB2 (At2g47190) (MYB transcription factor) (MYB transcription factor (Atmyb2)) (MYB transcription factor Atmyb2) (R2R3 MYB DNA binding domain transcription factor)	Arabidopsis thaliana	NA
L345501	NA	NA	NA	Oryza sativa	NA
AT1G33240	Trihelix	AT-GTL1; AT-GTL2; GTL1	GT-2-like 1; Trihelix transcription factor GTL1 (GT2-LIKE protein 1) (AtGTL1) (Protein GT-2-LIKE1) (Trihelix DNA-binding protein GTL1) [GTL1] [T16O9.10] [T9L6.10]	Arabidopsis thaliana	Negative regulator of water use efficiency (WUE) via the promotion of stomatal density and distribution by the transcription repression of SDD1. Regulates the expression of several cell cycle genes and endoreduplication, especially in trichomes where it prevents ploidy-dependent plant cell growth.
L34551	NA	NA	Transcriptional activator protein	Oryza sativa	NA
AT1G34170	ARF	ARF13	AUXIN RESPONSE FACTOR 13; Auxin response factor 13 [ARF13] [F12G12.1] [F23M19.15]	Arabidopsis thaliana	modulate early auxin response genes expression
AT1G34310	ARF	ARF12	auxin response factor 12; Auxin response factor 12 [ARF12] [F23M19.4]	Arabidopsis thaliana	modulate early auxin response genes expression
AT1G34410	ARF	ARF21	auxin response factor 21; Putative auxin response factor 21 [ARF21] [F12K21.26] [F7P12.12]	Arabidopsis thaliana	modulate early auxin response genes expression
AT1G43950	B3	ARF23	auxin response factor 23; Putative auxin response factor 23 [ARF23] [F9C16.11]	Arabidopsis thaliana	modulate early auxin response genes expression
AT1G59750	ARF	ARF1	auxin response factor 1; Auxin response factor 1 [ARF1] [F23H11.7]	Arabidopsis thaliana	modulate early auxin response genes expression. Promotes flowering, stamen development, floral organ abscission and fruit dehiscence.
AT1G77850	ARF	ARF17	auxin response factor 17; Auxin response factor 17 [ARF17] [F28K19.6] [T32E8.16]	Arabidopsis thaliana	modulate early auxin response genes expression
AT2G28350	ARF	ARF10	auxin response factor 10; Auxin response factor 10 [ARF10] [T1B3.13]	Arabidopsis thaliana	modulate early auxin response genes expression
AT2G46530	ARF	ARF11	auxin response factor 11; Auxin response factor 11 [ARF11] [F11C10.34] [F13A10.6]	Arabidopsis thaliana	modulate early auxin response genes expression
AT3G61830	ARF	ARF18	auxin response factor 18; Auxin response factor 18 [ARF18] [F15G16.220]	Arabidopsis thaliana	modulate early auxin response genes expression
AT4G23980	ARF	ARF9	auxin response factor 9; Auxin response factor 9 [ARF9] [T19F6.20] [T32A16.150]	Arabidopsis thaliana	modulate early auxin response genes expression
AT4G30080	ARF	ARF16	auxin response factor 16; Auxin response factor 16 [ARF16] [F6G3.110]	Arabidopsis thaliana	modulate early auxin response genes expression
AT5G62000	ARF	ARF2	auxin response factor 2; Auxin response factor 2 (ARF1-binding protein) (ARF1-BP) (Protein MEGAINTEGUMENTA) [ARF2] [MNT] [MTG10.3]	Arabidopsis thaliana	modulate early auxin response genes expression. Promotes flowering, stamen development, floral organ abscission and fruit dehiscence. Functions independently of ethylene and cytokinin response pathways. May act as a repressor of cell division and organ growth.
Os01g0236300	ARF	ARF1	Similar to Auxin response factor 18.; Auxin response factor 1 (OsARF16) [ARF1] [ARF16] [LOC_Os01g13520] [P0708G02.26]	Oryza sativa	NA
Os01g0670800	ARF	ARF2	Similar to Auxin response factor 2.; Auxin response factor 2 (ETTIN-like protein 2) (OsETTIN2) [ARF2] [LOC_Os01g48060]	Oryza sativa	NA
Os01g0753500	ARF	ARF3	Transcriptional factor B3 family protein.; Auxin response factor 3 [ARF3] [LOC_Os01g54990] [P0435B05.36] [P0503C12.8]	Oryza sativa	NA
Os01g0927600	ARF	ARF4	Similar to Auxin response factor 2 (ARF1-binding protein) (ARF1-BP).; Auxin response factor 4 (OsARF2) [ARF4] [ARF2] [LOC_Os01g70270] [OSJNBa0093F16.35]	Oryza sativa	NA
Os02g0557200	ARF	ARF7	Similar to Auxin response factor 1.; Auxin response factor 7 [ARF7] [LOC_Os02g35140] [OSJNBb0038F20.6]	Oryza sativa	NA
Os02g0628600	ARF	ARF8	Similar to Auxin response factor 8.; Auxin response factor 8 [ARF8] [LOC_Os02g41800] [B1469H02.12] [OsJ_07601]	Oryza sativa	NA
Os04g0442000	ARF	ARF9	Similar to Auxin response factor 2 (ARF1-binding protein) (ARF1-BP).; Auxin response factor 9 [ARF9] [LOC_Os04g36054] [OSJNBa0064D20.11]	Oryza sativa	NA
Os04g0519700	ARF	ARF10	Similar to Auxin response factor 10.; Auxin response factor 10 [ARF10] [LOC_Os04g43910] [OsJ_014843] [OSJNBa0019D11.3] [OSJNBb0061C13.15]	Oryza sativa	NA
Os04g0690600	ARF	ARF13	Similar to Auxin response factor 13.; Auxin response factor 13 [ARF13] [LOC_Os04g59430] [OSJNBa0039K24.27]	Oryza sativa	NA
Os05g0515400	ARF	ARF14	Similar to Auxin response factor 14.; Auxin response factor 14 [ARF14] [LOC_Os05g43920] [P0022D06.14]	Oryza sativa	NA
Os05g0563400	ARF	ARF15	Similar to Auxin response factor 15.; Auxin response factor 15 (ETTIN-like protein 1) (OsETTIN1) [ARF15] [LOC_Os05g48870] [OsJ_018762] [OSJNBb0053D02.5]	Oryza sativa	NA
Os06g0685700	ARF	ARF18	Similar to Auxin response factor 16.; Auxin response factor 18 (OsARF10) [ARF18] [ARF10] [LOC_Os06g47150] [P0009H10.43] [P0623A10.1]	Oryza sativa	NA
Os10g0479900	ARF	ARF22	Transcriptional factor B3 family protein.; Auxin response factor 22 [ARF22] [LOC_Os10g33940] [OSJNBa0093B11.2]	Oryza sativa	NA
Os12g0479400	ARF	ARF24	Similar to Isoform 2 of Auxin response factor 24.; Auxin response factor 24 [ARF24] [LOC_Os12g29520]	Oryza sativa	NA
Zm00001d003011	ARF	NA	Unknown protein; Auxin response factor (Fragment)	Zea mays	NA
Zm00001d041056	ARF	NA	Uncharacterized protein	Zea mays	NA
Zm00001d012731	ARF	ARF26	Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d039006	ARF	ARF24	Uncharacterized protein; Auxin response factor (Fragment)	Zea mays	NA
Zm00001d016838	ARF	NA	Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d002929	ARF	ARF5	Auxin response factor 5; Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d043922	ARF	ARF12	Auxin response factor 12; Uncharacterized protein	Zea mays	NA
Zm00001d038698	ARF	ARF23	Auxin response factor 4; Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d039267	ARF	ARF7	Auxin response factor 7; Uncharacterized protein	Zea mays	NA
Zm00001d030801	ARF	NA	Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d000358	ARF	NA	Uncharacterized protein	Zea mays	NA
Zm00001d014013	ARF	ARF17	Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d050781	ARF	NA	Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d032683	ARF	ARF2	Auxin response factor 2; Uncharacterized protein	Zea mays	NA
Zm00001d043431	ARF	ARF11	Auxin response factor 11; Auxin response factor	Zea mays	NA
Zm00001d051172	ARF	ARF15	Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d011953	ARF	ARF25	Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d003601	B3	ARF6	Auxin response factor 6; Uncharacterized protein	Zea mays	NA
Zm00001d026687	ARF	ARF31	Auxin response factor 31; B3 DNA binding domain containing protein; Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d025871	ARF	NA	Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d023659	ARF	ARF28	Uncharacterized protein; Auxin response factor	Zea mays	NA
Zm00001d014507	ARF	ARF19	Auxin response factor 19; Auxin response factor	Zea mays	NA
U48862	Bet_v_1	PCPR1-1; PCPR1-2	Pathogenesis-related protein A (PR1-1)	Petroselinum crispum	NA
U48863	Bet_v_1	pr1-2	Pathogenesis-related protein 1-2 (Fragment)	Petroselinum crispum	NA
AF061870	NA	NA	Dc3 promoter-binding factor-3 (Fragment)	Helianthus annuus	NA
AF001454	NA	DPBF-2	Dc3 promoter-binding factor-2	Helianthus annuus	NA
AF001453	NA	DPBF-1	Dc3 promoter-binding factor-1	Helianthus annuus	NA
X67670	NA	LTI65; RD29B; At5g52300; K24M7.3	Low-temperature-induced 65 kDa protein (Desiccation-responsive protein 29B)	Arabidopsis thaliana	NA
X67671	NA	LTI78; COR78; LTI140; RD29A; At5g52310; K24M7.4	Low-temperature-induced 78 kDa protein (Desiccation-responsive protein 29A)	Arabidopsis thaliana	NA
AT1G75520	SRS	SRS5	SHI-related sequence 5; Protein SHI RELATED SEQUENCE 5 [SRS5] [F1B16.17]	Arabidopsis thaliana	promotes auxin homeostasis-regulating gene expression (e.g. YUC genes), as well as genes affecting stamen development, cell expansion and timing of flowering. Synergistically with other SHI-related proteins, regulates gynoecium, stamen and leaf development in a dose-dependent manner, controlling apical-basal patterning. Promotes style and stigma formation, and influences vascular development during gynoecium development. May also have a role in the formation and/or maintenance of the shoot apical meristem (SAM)
AT2G18120	SRS	SRS4	SHI-related sequence 4; Protein SHI RELATED SEQUENCE 4 [SRS4] [F8D23.10]	Arabidopsis thaliana	promotes auxin homeostasis-regulating gene expression (e.g. YUC genes), as well as genes affecting stamen development, cell expansion and timing of flowering. Synergistically with other SHI-related proteins, regulates gynoecium, stamen and leaf development in a dose-dependent manner, controlling apical-basal patterning. Promotes style and stigma formation, and influences vascular development during gynoecium development. May also have a role in the formation and/or maintenance of the shoot apical meristem (SAM)
AT3G54430	SRS	SRS6	SHI-related sequence 6; Protein SHI RELATED SEQUENCE 6 [SRS6] [T12E18.120]	Arabidopsis thaliana	promotes auxin homeostasis-regulating gene expression (e.g. YUC genes), as well as genes affecting stamen development, cell expansion and timing of flowering. Synergistically with other SHI-related proteins, regulates gynoecium, stamen and leaf development in a dose-dependent manner, controlling apical-basal patterning. Promotes style and stigma formation, and influences vascular development during gynoecium development. May also have a role in the formation and/or maintenance of the shoot apical meristem (SAM)
AT4G36260	SRS	STY2; SRS2	Lateral root primordium (LRP) protein-related; Protein SHI RELATED SEQUENCE 2 (Protein STYLISH 2) [SRS2] [STY2] [F23E13.150]	Arabidopsis thaliana	promotes auxin homeostasis-regulating gene expression (e.g. YUC genes), as well as genes affecting stamen development, cell expansion and timing of flowering. Synergistically with other SHI-related proteins, regulates gynoecium, stamen and leaf development in a dose-dependent manner, controlling apical-basal patterning. Promotes style and stigma formation, and influence vascular development during gynoecium development. May also have a role in the formation and/or maintenance of the shoot apical meristem (SAM).
AT5G12330	SRS	LRP1	Lateral root primordium (LRP) protein-related; Protein LATERAL ROOT PRIMORDIUM 1 [LRP1] [T2L20]	Arabidopsis thaliana	promotes auxin homeostasis-regulating gene expression (e.g. YUC genes), as well as genes affecting stamen development, cell expansion and timing of flowering. Synergistically with other SHI-related proteins, regulates gynoecium, stamen and leaf development in a dose-dependent manner, controlling apical-basal patterning. Promotes style and stigma formation, and influence vascular development during gynoecium development. May also have a role in the formation and/or maintenance of the shoot apical meristem (SAM). Modulates root growth.
AT5G66350	SRS	SHI	Lateral root primordium (LRP) protein-related; Protein SHORT INTERNODES [SHI]	Arabidopsis thaliana	promotes auxin homeostasis-regulating gene expression (e.g. YUC genes), as well as genes affecting stamen development, cell expansion and timing of flowering. Synergistically with other SHI-related proteins, regulates gynoecium, stamen and leaf development in a dose-dependent manner, controlling apical-basal patterning. Promotes style and stigma formation, and influences vascular development during gynoecium development. May also have a role in the formation and/or maintenance of the shoot apical meristem (SAM). Suppressor of the gibberellin (GA) signal transduction.
Os02g0782700	ERF	EREBP1	Similar to Transcription factor EREBP1.; Ethylene-responsive transcription factor 1 (Ethylene-responsive element-binding factor 1) (EREBP-1) (OsEREBP1) [EREBP1] [LOC_Os02g54160] [OJ1311_D08.9]	Oryza sativa	NA
AT4G15090	FAR1	FAR1	FRS (FAR1 Related Sequences) transcription factor family; Protein FAR-RED IMPAIRED RESPONSE 1 [FAR1] [dl3590w] [FCAALL.134]	Arabidopsis thaliana	Activates the expression of FHY1 and FHL involved in light responses. Positive regulator of chlorophyll biosynthesis via the activation of HEMB1 gene expression.
AT1G08970	NF-YC	HAP5C; NF-YC9	nuclear factor Y, subunit C9; Nuclear transcription factor Y subunit C-9 (AtNF-YC-9) (Transcriptional activator HAP5C) [NFYC9] [HAP5C] [F7G19.16]	Arabidopsis thaliana	NA
X58142	Tryp_alpha_amyl	NAPB	Napin-B (1.7S seed storage protein) [Cleaved into: Napin-B small chain; Napin-B large chain]	Brassica napus	NA
X03103	NA	NA	Uncharacterized protein	Hordeum vulgare	NA
AJ012284	NA	pbf	PBF protein	Triticum aestivum	NA
AJ000991	NA	BPBF	DNA binding protein	Hordeum vulgare	NA
U82230	NA	pbf1	Uncharacterized protein	Zea mays	NA
AT2G17950	WOX	WUS; PGA6; WUS1	Homeodomain-like superfamily protein; Protein WUSCHEL (AtWUS) (Plant growth activator 6) [WUS] [PGA6] [T27K22.18]	Arabidopsis thaliana	plays a central role during early embryogenesis, oogenesis and flowering, probably by regulating expression of specific genes. Required to specify stem cell identity in meristems, such as shoot apical meristem (SAM). May induce shoot stem cells activity in order to maintain the stem cell identity. Involved in the developmental root meristem. Also required to sustain organogenesis in the floral meristem by contributing to the expression of its own repressor, the AGAMOUS (AG) gene at the end of flower development. Regulates one important step in ovule development to induce integument formation from the underlying chalazal domain. Participates in the promotion of vegetative to embryonic transition.
Zm00001d011252	MYB-related	SMH1	Putative MYB-domain histone H1 family protein; Single myb histone 1 (Protein SINGLE MYB HISTONE1)	Zea mays	NA
S95162	NA	NA	NA	Triticum aestivum	NA
X68216	Aux/IAA	IAA4/5	Auxin-induced protein IAA4	Pisum sativum	NA
AT2G43000	NAC	anac042; NAC042	NAC domain containing protein 42; Transcription factor JUNGBRUNNEN 1 (NAC domain-containing protein 42) (ANAC042) [JUB1] [NAC042] [F23E6.1]	Arabidopsis thaliana	Central longevity regulator. Negative regulator of leaf senescence. Modulates cellular H
AT4G04890	HD-ZIP	PDF2	protodermal factor 2; Homeobox-leucine zipper protein PROTODERMAL FACTOR 2 (HD-ZIP protein PDF2) (Homeodomain transcription factor PDF2) [PDF2] [T1J1.3]	Arabidopsis thaliana	Plays a role in maintaining the identity of L1 cells, possibly by interacting with their L1 box or other target-gene promoters.
AT2G36010	E2F/DP	E2F3; ATE2FA	E2F transcription factor 3; Transcription factor E2FA (E2F transcription factor-3) (AtE2F3) [E2FA] [E2F3] [E2F4] [F11F19.8]	Arabidopsis thaliana	Involved in the control of cell-cycle progression from G1 to S phase. Stimulates cell proliferation and delays differentiation.
AT5G60130	B3	NA	AP2/B3-like transcriptional factor family protein; B3 domain-containing protein At5g60130 [MGO3.11]	Arabidopsis thaliana	NA
AT3G18990	B3	VRN1; REM39	AP2/B3-like transcriptional factor family protein; B3 domain-containing transcription factor VRN1 (Protein VERNALIZATION 1) [VRN1] [K13E13.10]	Arabidopsis thaliana	Involved in the regulation of vernalization.
AT4G01500	B3	NGA4	AP2/B3-like transcriptional factor family protein; B3 domain-containing transcription factor NGA4 (Protein NGATHA 4) [NGA4] [F11O4.9]	Arabidopsis thaliana	Regulates lateral organ growth.
AT4G33280	B3	NA	AP2/B3-like transcriptional factor family protein; B3 domain-containing protein REM16 (Auxin response factor 36) (Protein REPRODUCTIVE MERISTEM 16) [REM16] [ARF36] [F17M5.40]	Arabidopsis thaliana	NA
AT5G25475	B3	NA	AP2/B3-like transcriptional factor family protein; B3 domain-containing protein At5g25475 [T14C9.1]	Arabidopsis thaliana	NA
AT5G18090	B3	NA	AP2/B3-like transcriptional factor family protein; B3 domain-containing protein At5g18090 [MRG7.5]	Arabidopsis thaliana	NA
AT1G71450	ERF	NA	Integrase-type DNA-binding superfamily protein; Ethylene-responsive transcription factor ERF021 [ERF021] [F26A9.17]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT5G19790	ERF	RAP2.11	related to AP2 11; Ethylene-responsive transcription factor RAP2-11 (Protein RELATED TO APETALA2 11) [RAP2-11] [ERF002] [T29J13.210]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT5G52020	AP2; ERF	AT5G52020	Integrase-type DNA-binding superfamily protein; Ethylene-responsive transcription factor ERF025 [ERF025] [MSG15.10]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT1G68550	AP2; ERF	NA	Integrase-type DNA-binding superfamily protein	Arabidopsis thaliana	NA
AT1G22810	ERF	NA	Integrase-type DNA-binding superfamily protein; Ethylene-responsive transcription factor ERF019 [ERF019] [T22J18.2]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT5G67000	ERF	NA	Integrase-type DNA-binding superfamily protein; Ethylene-responsive transcription factor ERF122 [ERF122] [K8A10.7]	Arabidopsis thaliana	May be involved in the regulation of gene expression by stress factors and by components of stress signal transduction pathways.
AT1G20910	ARID	NA	ARID/BRIGHT DNA-binding domain-containing protein	Arabidopsis thaliana	NA
AT1G04880	ARID; Sox	NA	HMG (high mobility group) box protein with ARID/BRIGHT DNA-binding domain	Arabidopsis thaliana	NA
AT1G76110	ARID; Sox	NA	HMG (high mobility group) box protein with ARID/BRIGHT DNA-binding domain	Arabidopsis thaliana	NA
AT3G13350	ARID	NA	HMG (high mobility group) box protein with ARID/BRIGHT DNA-binding domain	Arabidopsis thaliana	NA
AT2G17410	ARID	NA	ARID/BRIGHT DNA-binding domain-containing protein	Arabidopsis thaliana	NA
